"search_name","source_binomial","phylum","source","submitted_name","matched_name2","n_mitogenome","n_target","ids_mitogenome","ids_target","n_unique_seqs","dup_accessions","dup_species","dup_species_n","n_all_seqs"
"Helobdella stagnalis","Helobdella stagnalis","annelida","GoMA_census_fauna","Helobdella stagnalis","Helobdella stagnalis",0,117,"","1267587450|1267587448|1267587446|1267587444|2118810002|1316019846|1316018656|2241921769|2241921767|2241921765|2241921763|2241921761|2241921759|2241921757|2241921755|2241921753|2241921751|2241921749|2241921747|2241921745|2241921743|2241921741|2241921739|2241921737|2241921735|2241921733|2241921731|2241921729|2241921727|2241921725|2241921723|2241921721|2241921719|2241921717|2241921715|2241921713|2241921711|2241921709|2241921707|2241921705|2241921703|2241921701|2241921699|2241921697|2241921695|2241921693|2241921691|2213756578|2203368995|1988239659|1988239657|1988239655|1988239653|1982046916|1967306063|1967306060|1967306057|1967306054|1967306051|1967306048|1967306045|1826605299|1777456480|1777456478|1777456476|1777456474|1777456472|1777456470|1777456468|1777456466|1777456464|1777456462|1777456460|1777456458|1777456456|1777456454|1777456452|1777456450|1777456448|1777456446|1777456444|1777456442|1777456440|1777456438|1777456436|1777456434|1777456432|1777456430|1777456428|1777456426|1777456424|1777456422|1777456420|1777456418|1777456416|1777456414|1777456412|1777456410|1777456408|1777456406|820720529|1509160953|1489973699|1489969336|1489968232|1482321210|1482321208|5791611|23320975|1015890482|1015860409|1015860407|1015860405|1015860403|745672465|745672463|735688530",72,"MN071253.1|MF544489.1|KY989482.2|MN071249.1|MN071246.1|MN071250.1|MN071251.1|MN071247.1|ON564929.1|MN071272.1|MN071267.1|MW459872.1|KT382519.1|KT382520.1|KT363868.1|KT382517.1|MN071264.1|MW538541.1|MN071258.1|ON098218.1|MT260064.1|MN071260.1|MN071261.1|MN071259.1|MN071276.1|MN071279.1|ON564943.1|ON564930.1|ON564949.1|ON564932.1|ON564936.1|ON564945.1|ON564920.1|ON564947.1|ON564919.1|ON564938.1|KY989483.2|MN071269.1|ON564933.1|MW538538.1|MN071273.1|MN071278.1|MN071280.1|MN071248.1|KM612173.1|MW538542.1|MN071262.1|KM196604.1|ON564944.1|MN071277.1|ON564921.1|ON564922.1|ON564926.1|ON564928.1|ON564924.1|ON564925.1|ON564923.1|ON564931.1|KY989484.2|MF150168.1|ON564939.1|MF150166.1|MN071275.1|MG488293.1|MG488294.1|MW538540.1|MW538537.1|MK584302.2|ON564910.1|ON564935.1|ON564917.1|ON564916.1|ON564914.1|ON564913.1|ON564912.1|MG423276.1|MG421696.1|ON564948.1|ON564941.1|ON564911.1|MN071266.1|MN071281.1|MN071257.1|MN071274.1|OK559910.1|ON564937.1|MG422248.1|MN071256.1|MN071254.1|KM095095.1|KM095096.1|MG421533.1|AF329041.1|ON564940.1|MN071255.1|MF150167.1|MN071270.1|MW538536.1|ON564934.1|MN071271.1","Helobdella stagnalis","1",117
"Hemiarthrus abdominalis","Hemiarthrus abdominalis","arthropoda","GoMA_census_fauna","Hemiarthrus abdominalis","Hemiarthrus abdominalis",0,0,"","",NA,"na","na","na",0
"Hemigrapsus sanguineus","Hemigrapsus sanguineus","arthropoda","GoMA_census_fauna","Hemigrapsus sanguineus","Hemigrapsus sanguineus",3,283,"2328378882|2319117115|1129843533","2432718942|2432718834|2432718828|2432718786|2432718032|2070421269|2029007624|2029007622|2029007620|2029007616|2029007614|2029007612|2029007610|2029007608|2029007606|2029007604|2029007602|2029007600|2029007598|2029007596|2029007594|2029007590|2029007588|2029007586|2029007584|2029007582|2029007580|2029007578|2029007576|2029007574|2029007572|2029007568|2029007566|2029007564|2029007560|2029007558|2029007556|2029007554|2029007550|2029007548|2029007544|2029007542|2029007540|2029007538|2029007536|2029007534|2029007532|2029007530|2029007528|2029007526|2165766935|2165766933|2165766931|1861660752|1823933735|1823933733|1823933727|1732262537|1573077202|1573077200|1573077198|1573077196|1573077194|1573077192|1573077190|1573077188|1573077186|1573077184|1573077182|1573077180|1573077178|1573077176|1573077174|1573077172|1573077170|1573077168|1573077166|1573077164|1573077162|1573077160|1573077158|1573077156|1573077154|1573077152|1573077150|1573077148|1573077146|1573077144|1573077142|1573077140|1573077138|1573077136|1573077134|1573077132|1573077130|1573077128|1573077126|1573077124|1573077122|1573077120|1573077118|1573077116|1573077114|1573077112|1573077110|1573077108|1573077106|1573077104|1573077102|1573077100|1573077098|1573077096|1573077094|1573077092|1573077090|1573077088|1043566600|1197991167|1197991165|1189398874|1169325997|1169325995|1169325993|1169325991|1169325989|1169325987|1169325985|1169325983|1169325981|1169325979|1169325977|1169325975|1169325973|1169325971|1169325969|1169325967|1169325965|1169325963|1169325961|1169325959|1169325957|1169325955|1169325953|1169325951|1169325949|1169325947|1169325945|1169325943|1169325941|1169325939|1169325937|1169325935|1169325933|1169325931|1169325929|1169325927|1169325925|1169325923|1169325921|1169325919|1169325917|1169325915|1169325913|1169325911|1169325909|1169325907|1169325905|1169325903|1169325901|1169325899|1169325897|1169325895|1169325893|1169325891|1169325889|1169325887|1169325885|1169325883|1169325881|1169325879|1169325877|1169325875|1169325873|1169325871|1169325869|1169325867|1169325865|1169325863|1169325861|1169325859|1169325857|1169325855|1169325853|1169325851|1169325849|1169325847|1169325845|1169325843|1169325841|1169325839|1169325837|1169325835|1169325833|1169325831|1169325829|1089676571|1089676569|1089676567|1089676565|1089676563|1089676561|1089676559|1089676557|1089676555|1089676553|1089676551|1089676549|1089676547|1089676545|338776922|338776920|338776918|338776916|338776914|338776912|338776910|338776908|338776906|338776904|338776902|338776900|338776898|338776896|338776894|338776892|338776890|338776888|338776886|338776884|338776882|338776880|338776878|338776876|338776874|338776872|338776870|338776868|158634312|158634310|158634308|158634306|158634304|158634302|158634300|158634298|158634296|158634294|158634292|158634290|158634288|158634286|158634284|158634282|158634280|158634278|158634276|158634274|158634272|158634270|158634268|33340218|1008910229|936254488|936253612|936253588|936252940|936252902|936252728|936252714|936252544|936252526|936252424|408830753",78,"MZ004137.1|HQ702874.1|HQ702869.1|HQ702879.1|KY062731.1|KY062693.1|KY062692.1|HQ702889.1|HQ702876.1|MZ004147.1|MZ004131.1|MZ004109.1|MK297939.1|MZ004128.1|MZ004126.1|MK297940.1|MZ004114.1|MZ004127.1|MZ004123.1|MK297957.1|MK297967.1|MZ004121.1|MK297953.1|MZ004117.1|MZ004140.1|MZ004142.1|MZ004134.1|MZ004143.1|MZ004144.1|MZ004120.1|MZ004148.1|MK297949.1|MZ004150.1|KY062674.1|MK297961.1|KY062677.1|HQ702867.1|KY062686.1|KY062719.1|KY062704.1|MZ004136.1|MK297979.1|KX781832.1|HQ702878.1|MK297989.1|KY062716.1|KX372551.1|KY062751.1|HQ702887.1|KY062698.1|KY062708.1|OQ323227.1|OL876989.1|KY062725.1|KY062676.1|MZ004132.1|KY062732.1|KY062685.1|KY062671.1|KY062740.1|MZ004135.1|KT208573.1|KY062745.1|MK297941.1|MK297977.1|KY062726.1|KU900589.1|KY062752.1|OQ323206.1|OQ323230.1|KT208665.1|MK297992.1|HQ702866.1|KY062711.1|JX502905.1|HQ702890.1|KY062747.1|KY062699.1|HQ702885.1|KY062703.1|MK297954.1|HQ702880.1|KY062715.1|MT192791.1|EU169909.1|KY062734.1|KY062713.1|EU169903.1|KY062743.1|MK297959.1|MK297982.1|OL876988.1|KY062744.1|KY062679.1|MK297944.1|KY062690.1|EU169922.1|KY062689.1|MK297950.1|MZ595241.1|NC_068096.1|MZ435263.1|KX456205.1","Hemigrapsus sanguineus","1",286
"Hemipenaeus carpenteri","Hemipenaeus carpenteri","arthropoda","New England shrimp species","Hemipenaeus carpenteri","Hemipenaeus carpenteri",0,0,"","",NA,"na","na","na",0
"Hemiurus levinseni","Hemiurus levinseni","platyhelminthes","GoMA_census_fauna","Hemiurus levinseni","Hemiurus levinseni",0,0,"","",NA,"na","na","na",0
"Henricia eschrichti","Henricia eschrichti","echinodermata","GoMA_census_fauna","Henricia eschrichti","Henricia eschrichti",0,0,"","",NA,"na","na","na",0
"Henricia sanguinolenta","Henricia sanguinolenta","echinodermata","GoMA_census_fauna","Henricia sanguinolenta","Henricia sanguinolenta",0,13,"","1819735233|1819735231|1819735229|1819735227|1819735225|1819735223|1819735221|1819735219|1819735217|1811126422|301506659|908927837|301506661",9,"MT159846.1|MT159845.1|MT159844.1|MT159843.1|MT159841.1|MT159840.1|MT159839.1|MT159842.1|MT159838.1|MT086578.1|HM542199.1|KT268150.1|HM542200.1","Henricia sanguinolenta","1",13
"Hepomadus tener","Hepomadus tener","arthropoda","New England shrimp species","Hepomadus tener","Hepomadus tener",0,0,"","",NA,"na","na","na",0
"Heteranomia squamula","Heteranomia squamula","mollusca","GoM bivalvia species list","Heteranomia squamula","Heteranomia squamula",0,0,"","",NA,"na","na","na",0
"Heterocarpus ensifer","Heterocarpus ensifer","arthropoda","New England shrimp species","Heterocarpus ensifer","Heterocarpus ensifer",2,10,"1573131768|1566847306","2075456056|1450095953|1450095731|51511769|51511767|816368447|733991749|733991747|733991744|113459281",9,"MZ681493.1|MH572672.1|KP076146.1|MH572561.1|AY612859.1|AY612858.1|KJ155588.1|KP076145.1|KP076144.1|AM083326.1","Heterocarpus ensifer","1",12
"Heteromastus filiformis","Heteromastus filiformis","annelida","GoMA_census_fauna","Heteromastus filiformis","Heteromastus filiformis",0,9,"","1827390281|1827390279|1827390277|1386665998|883743968|883743966|883743964|883743962|883743960",6,"MN256610.1|MN256609.1|KR916854.1|MN256608.1|KR916855.1|MH235890.1|KR916853.1|KR916852.1|KR916851.1","Heteromastus filiformis","1",9
"Heteromysis formosa","Heteromysis formosa","arthropoda","GoMA_census_fauna","Heteromysis formosa","Heteromysis formosa",0,9,"","2432719068|2432718980|2432718972|2432718308|2432718084|2432717688|767809091|767808907|767806937",7,"OQ323347.1|OQ323303.1|OQ322855.1|OQ323299.1|OQ322967.1|OQ322657.1|KP255226.1|KP255134.1|KP254149.1","Heteromysis formosa","1",9
"Hiatella arctica","Hiatella arctica","mollusca","GoM bivalvia species list","Hiatella arctica","Hiatella arctica",1,1,"98990126","557883901",2,"KC429127.1|DQ632742.1","Hiatella arctica","1",2
"Hiatella striata","Hiatella striata","mollusca","GoM bivalvia species list","Hiatella striata","Hiatella striata",0,0,"","",NA,"na","na","na",0
"Hippasteria phrygiana","Hippasteria phrygiana","echinodermata","GoMA_census_fauna","Hippasteria phrygiana","Hippasteria phrygiana",0,176,"","440853388|440853382|440853378|440853376|440853374|440853370|440853366|440853364|440853362|440853350|313579284|1430076040|1430074559|440497025|1130479953|1130479951|1130479949|1130479947|1130479945|1130479943|1130479941|1130479939|1130479937|1130479935|440497123|440497121|440497119|440497117|440497115|440497113|440497111|440497109|440497107|440497105|440497103|440497101|440497099|440497097|440497095|440497093|440497091|440497089|440497087|440497085|440497083|440497081|440497079|440497077|440497075|440497073|440497071|440497069|440497067|440497065|440497063|440497061|440497059|440497057|440497055|440497053|440497051|440497049|440497047|440497045|440497043|440497041|440497039|440497037|440497035|440497033|440497031|440497029|440497027|440497023|440497021|440497019|440497017|440497015|440497013|440497011|440497009|440497007|440497005|440497003|440497001|440496999|440496997|440496995|440496993|440496991|440496989|440496987|440496985|440496983|440496981|440496979|440496977|440496975|440496973|440496971|440496969|440496967|440496965|440496963|440496961|440496959|440496957|440496955|440496953|440496951|440496949|440496947|440496945|440496943|440496941|440496939|440496937|440496935|440496933|440496931|440496929|440496927|440496925|440496923|440496921|440496919|440496917|440496915|440496913|440496911|440496909|440496907|440496905|440496903|440496901|440496899|440496897|440496895|440496893|440496891|440496889|440496887|440496885|440496883|440496881|440496879|440496877|440496875|440496873|440496871|440496869|440496867|440496865|440496863|440496861|440496859|440496857|440496855|440496853|440496851|440496849|440496847|440496845|440496843|440496841|440496839|440496837|440853384|440853368|440497335|440497333|440497133|440497131|440497129|440497127|440497125",36,"JQ896425.1|JQ896390.1|JQ896387.1|JQ896317.1|JQ896327.1|JQ896313.1|JQ896329.1|JQ896406.1|JX433005.1|JQ896407.1|JQ896310.1|JQ896330.1|JQ896321.1|JQ896307.1|JQ896382.1|JQ896331.1|JQ896419.1|JQ896325.1|JQ896422.1|JQ896323.1|JQ896319.1|JQ896338.1|JQ896366.1|JQ896350.1|JQ896352.1|JQ896402.1|JQ896356.1|JQ896345.1|JQ896367.1|JQ896353.1|JQ896363.1|JQ896349.1|JQ896368.1|JQ896358.1|JQ896334.1|JQ896404.1|JQ896342.1|JQ896439.1|JX433002.1|JQ896434.1|JQ896442.1|JQ896438.1|JQ896375.1|JQ896451.1|JQ896431.1|JQ896372.1|JQ896374.1|JQ896440.1|JQ896373.1|JQ896392.1|JQ896436.1|JQ896430.1|JQ896453.1|JQ896449.1|JQ896455.1|JQ896446.1|JQ896413.1|JQ896433.1|JQ896428.1|JQ896432.1|KX458973.1|KX458979.1|MG934895.1|KX458975.1|KX458972.1|JQ896423.1|JQ896389.1|KX458974.1|KX458977.1|JQ896444.1|JQ896445.1|JQ896452.1|JQ896348.1|JQ896370.1|JQ896339.1|JQ896395.1|JQ896441.1|JQ896454.1|JQ896332.1|KX458971.1|JQ896411.1|JX433009.1|JQ896378.1|JQ896322.1|JQ896394.1|JQ896429.1|JQ896346.1|KX458976.1|MG935382.1|JQ896381.1|JX433003.1|JX433007.1|JQ896401.1|JQ896365.1|JQ896393.1|JQ896443.1|JX433010.1|JQ896391.1|JQ896362.1|JQ896318.1","Hippasteria phrygiana","1",176
"Hippolyte coerulescens","Hippolyte coerulescens","arthropoda","GoMA_census_fauna","Hippolyte coerulescens","Hippolyte coerulescens",0,0,"","",NA,"na","na","na",0
"Hippomedon propinquus","Hippomedon propinquus","arthropoda","GoMA_census_fauna","Hippomedon propinquus","Hippomedon propinquus",0,1,"","1502973024",1,"MG318313.1","Hippomedon propinquus","1",1
"Hippomedon serratus","Hippomedon serratus","arthropoda","GoMA_census_fauna","Hippomedon serratus","Hippomedon serratus",0,0,"","",NA,"na","na","na",0
"Hippoporina contracta","Hippoporina contracta","bryozoan","GoMA_census_fauna","Hippoporina contracta","Hippoporina contracta",0,0,"","",NA,"na","na","na",0
"Hippoporina hylina","Hippoporina hylina","bryozoan","GoMA_census_fauna","Hippoporina hylina","Hippoporina hylina",0,0,"","",NA,"na","na","na",0
"Hippoporina propinqua","Hippoporina propinqua","bryozoan","GoMA_census_fauna","Hippoporina propinqua","Hippoporina propinqua",0,0,"","",NA,"na","na","na",0
"Hippoporina reticulatopunctata","Hippoporina reticulatopunctata","bryozoan","GoMA_census_fauna","Hippoporina reticulatopunctata","Hippoporina reticulatopunctata",0,0,"","",NA,"na","na","na",0
"Hippothoa hyalina","Hippothoa hyalina","bryozoan","GoMA_census_fauna","Hippothoa hyalina","Hippothoa hyalina",0,0,"","",NA,"na","na","na",0
"Hirschmannia viridis","Hirschamannia viridis","arthropoda","GoMA_census_fauna","Hirschamannia viridis","Hirschmannia viridis",0,0,"","",NA,"na","na","na",0
"Histioteuthis bonnellii","Histioteuthis bonnellii","mollusca","GoMA_census_fauna","Histioteuthis bonnellii","Histioteuthis bonnellii",2,29,"2424876993|2310807353","1833273170|1833273134|1833273037|1833273036|1822135685|1822135441|1822135267|1822135265|1822135263|1822135251|1822135213|1822135211|1822135209|1822135181|1822135179|1822135171|1822135169|1822135167|1822135165|1822135159|1822135157|1822135155|1822135131|1822135129|1822135119|1822135115|1822135113|1822135111|209970129",13,"MT223471.2|MT223453.2|MT223393.2|MT223394.2|MT223479.1|MT223357.1|MT223270.1|MT223269.1|MT223262.1|MT223243.1|MT223242.1|MT223241.1|MT223227.1|MT223226.1|MT223221.1|MT223220.1|MT223219.1|MT223216.1|MT223215.1|MT223202.1|MT223201.1|MT223193.1|MT223268.1|MT223222.1|MT223214.1|MT223196.1|MT223194.1|MT223192.1|EU735385.1|NC_069187.1|OP235424.1","Histioteuthis bonnellii","1",31
"Homarthia tuberculosa","Homarthia tuberculosa","cnidaria","GoMA_census_fauna",NA,NA,0,0,"","",NA,"na","na","na",0
"Homarus americanus","Homarus americanus","arthropoda","GoMA_census_fauna","Homarus americanus","Homarus americanus",2,26,"334362014|310704919","2119874558|2119874526|1847765922|1829138073|1625816839|1395223814|1563835404|282840333|282840295|169730946|119381410|117876720|117876466|117876423|48432665|48108901|1215708467|1050201311|220030167|220030165|220030163|220030161|220030159|219525598|116607470|1052895",22,"MW027156.1|MW027140.1|MT551629.1|MN654341.1|MK000236.1|MH300656.1|MK308225.1|FJ581696.1|FJ581695.1|GO271472.1|GO271434.1|FE659747.1|EH116188.1|EG949494.1|EG949240.1|EG949197.1|CN951076.1|CN853866.1|KX420658.1|KU564525.1|FJ581697.1|FJ581694.1|FJ581693.1|FJ174944.1|DQ889104.1|U29717.1","Homarus americanus","1",28
"Hormathia digitata","Hormathia digitata","cnidaria","GoMA_census_fauna","Hormathia digitata","Hormathia digitata",0,0,"","",NA,"na","na","na",0
"Hormiphora cucumis","Hormiphora cucumis","ctenophora","GoMA_census_fauna","Hormiphora cucumis","Hormiphora cucumis",0,0,"","",NA,"na","na","na",0
"Hyale plumulosa","Hyale plumulosa","arthropoda","GoMA_census_fauna","Hyale plumulosa","Hyale plumulosa",0,0,"","",NA,"na","na","na",0
"Hyale prevostii","Hyale prevostii","arthropoda","GoMA_census_fauna","Hyale prevostii","Hyale prevostii",0,1,"","220030169",1,"FJ581698.1","Hyale prevostii","1",1
"Hyalella azteca","Hyalella azteca","arthropoda","GoMA_census_fauna","Hyalella azteca","Hyalella azteca",2,406,"1488175934|1481390254","2288108934|2288108932|2288108930|2288108928|1503034204|1503030780|1402373610|1389473167|1389451633|2035023662|821608221|821608209|821608207|821608193|821608169|821608147|821608055|821608051|821608045|821607999|821607973|821607949|821607947|821607923|821607901|821607895|821607881|821607867|821607845|821607805|821607795|821607793|821607789|821607773|821607741|821607735|821607727|821607707|821607665|821607649|821607611|821607595|321139770|321139768|321139766|321139764|321139762|321139758|321139756|321139752|1502978756|1502978520|1502977910|1502977785|1502976722|1502975929|1502975656|1502975219|1502974969|1502974483|1502974234|1502973537|1502972756|1502972479|1502972065|1502969194|1502968791|1502967609|1497451722|1497450630|1497447682|1495353580|1495353472|1495353160|1495351566|1495351392|1495348958|1495348754|1495348472|322402893|322402891|322402889|312933695|312933693|296403900|296403896|930623661|930623373|930623045|930622569|930622043|930621537|930621335|930620075|930620063|930618595|930618431|930617629|1402219124|1402219122|1402219120|1402219118|1402219116|1402219114|1402219112|1402219110|1402219108|1383527911|1368663387|1368662745|1368662569|1368662259|1368660995|1368660625|211906268|93210581|93210579|93210577|93210575|93210573|93210571|93210569|93210567|93210565|93210563|93210561|93210559|93210557|93210555|93210553|93210551|93210549|93210547|93210545|93210543|93210541|93210539|93210537|93210535|93210533|93210531|93210529|93210527|93210525|93210523|93210521|93210519|93210517|93210515|93210513|93210511|93210509|93210507|93210505|93210503|93210501|93210499|93210497|93210495|93210493|93210475|93210473|93210471|93210469|93210467|93210465|93210463|93210461|93210459|93210457|93210455|93210453|93210451|93210449|93210447|93210445|93210443|93210441|93210439|93210437|93210435|93210433|93210431|93210429|93210427|93210425|93210423|93210421|93210419|93210417|93210415|93210413|93210411|93210409|93210407|93210405|93210403|93210401|93210399|93210397|93210395|93210393|93210391|93210389|93210387|93210385|93210383|93210381|93210379|93210377|93210375|93210373|93210371|93210369|93210367|93210365|93210363|93210361|93210359|93210357|93210355|93210353|93210351|93210349|93210347|93210345|93210343|93210341|93210339|93210337|93210335|343147728|343147726|343147724|343147722|343147720|298162057|296409723|296409721|296409719|296409717|296409715|296409713|296409711|296409709|296409707|296409705|296409703|296409701|296409699|296409697|296409695|296409693|296409691|296409689|296409687|296409685|296409683|296409681|296409679|296409677|296409675|296409673|296409671|296409669|296409667|296409665|296409663|296409661|296099426|296099424|296099422|296099420|296099418|296099416|296099414|296099412|296099410|296099408|296099406|296099404|296099402|296099400|296099398|296099396|296099394|296099392|296099390|296099388|296099386|296099384|296099382|296099380|296099378|296099376|296099374|296099372|296099370|296099368|296099366|296099364|296099362|296099360|296099358|296099356|296099354|296099352|296099350|296099348|296099346|296099344|296099342|296099340|296099338|296099336|296099334|296099332|296099330|475644062|475644060|475644058|475644056|475644054|475644052|475644050|475644048|475644046|475644044|475644042|475644040|475644038|475644036|475644034|475644032|475644030|475644028|475644026|475644024|475644022|475644020|475644018|475644016|475644014|475644012|475644010|475644008|475644006|475644004|475644002|475644000|475643998|475643996|475643994|475643992|475643990|475643988|475643986|475643984|475643982|475643980|475643978|475643976|475643974|475643972|475643970|475643968|475643966|475643964|475643962|475643960|475643958|475643956|475643954|475643952|475643950|475643948|475643946|475643944|475643942|549932695|549932693|549932691|549932689|549932687|549932685|549932683|549932681|549932679|549932677|549932675|549932673|549932671|549932669|549932667|549932665|549932663|549932661|549932659|549932657|549932655|549932653|549932651|549932649|549932647|549932645|359719262",87,"JX446322.1|KT708374.1|JX446348.1|JX446340.1|HM900377.1|HM130060.1|GU679667.1|MG316363.1|DQ464686.1|DQ464656.1|DQ464635.1|JX446334.1|DQ464670.1|MG317863.1|MG320763.1|HM138023.1|HM138025.1|HM138004.1|HM138026.1|HM138013.1|HM137985.1|HM137989.1|KF596727.1|KM611788.1|KM611781.1|KF596750.1|KF596731.1|MG488284.1|MG488288.1|HM900376.1|DQ464710.1|MG510596.1|DQ464641.1|JX446333.1|DQ464696.1|DQ464721.1|DQ464653.1|JX446351.1|KM611658.1|MG312714.1|MG320881.1|MG318478.1|MG318896.1|DQ464648.1|DQ464645.1|HQ983140.1|KM611490.1|MG319573.1|DQ464619.1|HQ946126.1|KM611555.1|JX446356.1|DQ464660.1|JX446332.1|OP268492.1|JN161818.1|KF596738.1|DQ464717.1|HM137998.1|DQ464620.1|DQ464629.1|DQ464632.1|HM130071.1|HM137990.1|DQ464661.1|MG488282.1|KM611509.1|JX446362.1|DQ464651.1|JX446320.1|DQ464663.1|JX446347.1|DQ464657.1|HM130083.1|DQ464650.1|DQ464658.1|HM137991.1|JX446354.1|JX446307.1|JX446325.1|DQ464683.1|MF746070.1|KM611517.1|DQ464701.1|JX446335.1|HM130078.1|MG315492.1|HM138022.1|DQ464711.1|DQ464621.1|JX446338.1|KF596744.1|DQ464662.1|JX446316.1|HM130087.1|HM138009.1|HM130076.1|HM130069.1|DQ464674.1|MG315836.1|NC_039403.1","Hyalella azteca","1",408
"Hyalocylis striata","Hyalocylis striata","mollusca","GoMA_census_fauna","Hyalocylis striata","Hyalocylis striata",0,86,"","2055882739|2055882735|2055882733|2055882522|2055882520|2055882518|2055882516|2055882514|2055882512|2055882510|2055882508|2055882506|2055868150|2097190613|1518370412|1518370410|1518370408|1518370406|1518370404|1518370402|1518370400|1518370398|1518370396|1518370394|1518370392|1518370390|1518370388|1518370386|1518370384|1518370382|1518370380|1518370378|1518370376|1518370374|1518370372|1518370370|1518370368|1518370366|1518370364|1518370362|1518370360|1518370358|1518370356|1518370354|1518370352|1518370350|1518370348|1518370346|1518370344|1518370342|1518370340|1518370338|1518370336|1518370334|1518370332|1518370330|1518370328|1518370326|1518370324|1518370322|1518370320|1518370318|1518370316|1518370314|1518370312|1518370310|1518370308|1518370306|1518370304|1518370302|1208325245|1208325243|1208325241|1208325239|241947860|241947858|241947856|241947854|544187274|544187272|482667806|482667804|482667802|482667800|482667798|482667796",81,"MW125384.1|MW125382.1|MW125381.1|MW125339.1|MW125338.1|MW125337.1|MW125336.1|MW125335.1|MW125334.1|MW125333.1|MW125332.1|MW125331.1|MW124433.1|OK209457.1|MG200260.1|MG200259.1|MG200258.1|MG200257.1|MG200256.1|MG200255.1|MG200254.1|MG200253.1|MG200252.1|MG200251.1|MG200250.1|MG200249.1|MG200248.1|MG200247.1|MG200246.1|MG200229.1|MG200245.1|MG200244.1|MG200243.1|MG200242.1|MG200241.1|MG200240.1|MG200239.1|MG200238.1|MG200237.1|MG200236.1|MG200235.1|MG200234.1|MG200233.1|MG200232.1|MG200231.1|MG200230.1|MG200228.1|MG200227.1|MG200214.1|MG200226.1|MG200225.1|MG200224.1|MG200223.1|MG200222.1|MG200221.1|MG200220.1|MG200215.1|MG200219.1|MG200218.1|MG200217.1|MG200205.1|MG200216.1|MG200213.1|MG200212.1|MG200211.1|MG200210.1|MG200209.1|MG200208.1|MG200207.1|MG200206.1|MF048936.1|MF048935.1|MF048934.1|MF048933.1|FJ876922.1|FJ876921.1|FJ876920.1|FJ876919.1|KF200173.1|KF200172.1|KC774061.1|KC774060.1|KC774059.1|KC774058.1|KC774057.1|KC774056.1","Hyalocylis striata","1",86
